CP002725	0	2000	28.313499
CP002725	2000	4000	35.866501
CP002725	4000	6000	17.415501
CP002725	6000	8000	12.734000
CP002725	8000	10000	1.994500
CP002725	10000	12000	16.419001
CP002725	12000	14000	18.448999
CP002725	14000	16000	15.824500
CP002725	16000	18000	25.031500
CP002725	18000	20000	18.726500
CP002725	20000	22000	7.339500
CP002725	22000	24000	17.625500
CP002725	24000	26000	11.680500
CP002725	26000	28000	8.459500
CP002725	28000	30000	9.342500
CP002725	30000	32000	12.665000
CP002725	32000	34000	3.996000
CP002725	34000	36000	2.427000
CP002725	36000	38000	17.739500
CP002725	38000	40000	11.518500
CP002725	40000	42000	4.061500
CP002725	42000	44000	4.998000
CP002725	44000	46000	10.657000
CP002725	46000	48000	10.338000
CP002725	48000	50000	2.697000
CP002725	50000	52000	4.845000
CP002725	52000	54000	0.950000
CP002725	54000	56000	8.539500
CP002725	56000	58000	8.206000
CP002725	58000	60000	7.706500
CP002725	60000	62000	4.895000
CP002725	62000	64000	18.665001
CP002725	64000	66000	9.697500
CP002725	66000	68000	10.314500
CP002725	68000	70000	10.838000
CP002725	70000	72000	9.868000
CP002725	72000	74000	3.135000
CP002725	74000	76000	19.474501
CP002725	76000	78000	18.500999
CP002725	78000	80000	9.713500
CP002725	80000	82000	6.600500
CP002725	82000	84000	9.882000
CP002725	84000	86000	13.357500
CP002725	86000	88000	21.247499
CP002725	88000	90000	25.145500
CP002725	90000	92000	12.023000
CP002725	92000	94000	26.841499
CP002725	94000	96000	17.694000
CP002725	96000	98000	11.950000
CP002725	98000	100000	91.130501
CP002725	100000	102000	93.592003
CP002725	102000	104000	74.272499
CP002725	104000	106000	11.699500
CP002725	106000	108000	8.267000
CP002725	108000	110000	69.968498
CP002725	110000	112000	19.804501
CP002725	112000	114000	1.618000
CP002725	114000	116000	20.387501
CP002725	116000	118000	22.730499
CP002725	118000	120000	25.250999
CP002725	120000	122000	21.270500
CP002725	122000	124000	8.397500
CP002725	124000	126000	0.000000
CP002725	126000	128000	2.185000
CP002725	128000	130000	15.059000
CP002725	130000	132000	9.455500
CP002725	132000	134000	6.013500
CP002725	134000	136000	14.463000
CP002725	136000	138000	7.164000
CP002725	138000	140000	0.665000
CP002725	140000	142000	38.089001
CP002725	142000	144000	56.232498
CP002725	144000	146000	66.205498
CP002725	146000	148000	61.393501
CP002725	148000	150000	61.161499
CP002725	150000	152000	65.781502
CP002725	152000	154000	32.371498
CP002725	154000	156000	1.900000
CP002725	156000	158000	0.285000
CP002725	158000	160000	20.176001
CP002725	160000	162000	19.498501
CP002725	162000	164000	13.605000
CP002725	164000	166000	3.910500
CP002725	166000	168000	0.000000
CP002725	168000	170000	3.706500
CP002725	170000	172000	12.968500
CP002725	172000	174000	14.495500
CP002725	174000	176000	14.049500
CP002725	176000	178000	7.986000
CP002725	178000	180000	8.792000
CP002725	180000	182000	3.457000
CP002725	182000	184000	1.615000
CP002725	184000	186000	5.021500
CP002725	186000	188000	26.306000
CP002725	188000	190000	6.349500
CP002725	190000	192000	4.051000
CP002725	192000	194000	12.232000
CP002725	194000	196000	5.743500
CP002725	196000	198000	5.963000
CP002725	198000	200000	1.213500
CP002725	200000	202000	2.565000
CP002725	202000	204000	5.700000
CP002725	204000	206000	8.887500
